,planet,num_transits,mu,sd,prob_decay
351,wasp187,4,-167.50747876114093,269.6910453364212,0.7704813565244956
352,wasp19,164,-0.005112240231136983,0.0019347134973784824,0.9956884660619192
353,wasp190,9,1.42834613256894,13.210939666179367,0.45309018863981076
354,wasp192,14,-0.31176259653844424,2.4240993631468237,0.5542518409735335
355,wasp2,125,0.04780589364367864,0.02346113052994463,0.02103770852852895
356,wasp20,15,-0.24304140140405503,0.9342097215868095,0.6081434272299631
357,wasp21,19,-1.5037977647110405,0.43461285124036525,0.9991240168578716
358,wasp22,18,-0.5159681194294832,0.19972171269133046,0.9932739707646603
359,wasp23,30,-0.04472614278934163,0.1713517460914635,0.6058726354112851
360,wasp24,33,-0.037180281253730865,0.10101842325109411,0.6471723062345965
361,wasp25,23,0.2676561564382661,0.19142550956283103,0.07819622324126889
362,wasp26,19,-0.2952806383402051,0.1703623390695884,0.9586913032655319
363,wasp28,54,0.06889074910525256,0.15326901205056262,0.324202784600123
364,wasp29,19,0.7309973938155928,0.36862661407744435,0.024831830338372433
365,wasp3,192,0.006154743914515377,0.018715944388548452,0.37060699288562204
366,wasp31,21,0.13148474948807726,0.2634812081729218,0.30232850461925814
367,wasp32,20,-0.4574910690275801,0.16297803232975225,0.9960457416633895
368,wasp33,143,0.09308035302515022,0.010924001660503163,8.946975116635711e-15
369,wasp34,17,0.38559550432598916,0.4210860978509588,0.17165052839203565
370,wasp35,20,0.11294842181530458,0.17763082085464732,0.2547668701159214
371,wasp36,87,0.04074233430624663,0.02043479258165024,0.023405496890875337
372,wasp37,21,-0.8665451460379219,0.6831042583623061,0.901909254680551
373,wasp38,6,-3.8070748473690528,3.7151222183439554,0.8676752816201606
374,wasp39,21,-0.037722631418508644,0.23547744945680868,0.5661992629078139
375,wasp4,146,-0.027840347627233666,0.00339078970464692,0.9999999999999306
376,wasp41,39,-0.16922476220298807,0.07328781678946811,0.9884709952664641
377,wasp42,20,0.7512882348229812,0.370678707619843,0.022594931705977348
378,wasp43,262,0.004644019568895504,0.0017254330045549302,0.0036914792465404297
379,wasp44,31,0.23400120880955244,0.12930613448624168,0.0354176419965248
380,wasp45,32,0.39836369722894416,0.28444350499008914,0.07861906462230364
381,wasp46,100,0.042932511945494106,0.015099779893850376,0.0025088640464406755
382,wasp47,30,-0.5617977251398609,0.26156081850680957,0.9829897680084959
383,wasp48,140,0.01317728646198294,0.0593386786389377,0.41162928027937584
384,wasp49,27,-0.1645313517427158,0.18541663772538994,0.8181303474831483
385,wasp5,75,0.03326110586950874,0.01861556697424171,0.037079702350951885
386,wasp50,82,0.0713375982285666,0.04136900709750421,0.04228459440538135
387,wasp52,140,-0.0538525895876235,0.019190980780750804,0.9972748224306028
388,wasp53,18,0.6247453370627346,0.3405682809408804,0.033748552864167336
389,wasp54,12,-0.27817230119325737,0.6523178148369775,0.6756154071588446
390,wasp55,25,-0.03263424730445341,0.26148695328416416,0.5514756509222436
391,wasp56,21,-1.9008993803007885,1.422282201716483,0.9126932450182538
