planet  transit_time 	error      	source         	ID             
GJ436b         2458894.3829   	0.0007         	exoclock       	GJ436b_2779_2020-02-14_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
GJ436b         2458902.31558  	0.00026        	space          	GJ436b_2782_2020-02-22_TESS
GJ436b         2458904.95945  	0.00026        	space          	GJ436b_2783_2020-02-25_TESS
GJ436b         2458907.60395  	0.00027        	space          	GJ436b_2784_2020-02-28_TESS
GJ436b         2458910.24756  	0.00027        	space          	GJ436b_2785_2020-03-01_TESS
GJ436b         2458918.17949  	0.00028        	space          	GJ436b_2788_2020-03-09_TESS
GJ436b         2458920.82334  	0.00024        	space          	GJ436b_2789_2020-03-12_TESS
GJ436b         2458923.46687  	0.00021        	space          	GJ436b_2790_2020-03-14_TESS
GJ436b         2458923.4674   	0.0005         	exoclock       	GJ436b_2790_2020-03-14_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
GJ436b         2458926.11148  	0.00028        	space          	GJ436b_2791_2020-03-17_TESS
GJ436b         2458931.4001   	0.0009         	exoclock       	GJ436b_2793_2020-03-22_privat_observatory_Herges-Hallenberg_R_Manfred_Raetz
GJ436b         2459272.4637   	0.0012         	exoclock       	GJ436b_2922_2021-02-26_Z42_Rushay_Farm_Observatory_r_John_Savage
GJ436b         2459277.7506   	0.0008         	exoclock       	GJ436b_2924_2021-03-04_Deep_Sky_Chile_R_Yves_Jongen
GJ436b         2459280.3934   	0.0018         	exoclock       	GJ436b_2925_2021-03-06_Osservatorio_Astronomico_Margherita_Hack_Clear_Massimiliano_Mannucci
GJ436b         2459280.394    	0.001          	exoclock       	GJ436b_2925_2021-03-06_Z42_Rushay_Farm_Observatory_Clear_John_Savage
GJ436b         2459280.3942   	0.0006         	exoclock       	GJ436b_2925_2021-03-06_privat_observatory_Herges-Hallenberg_R_Manfred_Raetz
GJ436b         2459280.3964   	0.0015         	exoclock       	GJ436b_2925_2021-03-06_Vierzon_Clear_Lionel_Rousselot
GJ436b         2459317.4082   	0.0006         	exoclock       	GJ436b_2939_2021-04-12_Z42_Rushay_Farm_Observatory_R_John_Savage
GJ436b         2459317.4098   	0.0017         	exoclock       	GJ436b_2939_2021-04-12_Ca_LOu_B_Ferran_Grau_Horta
GJ1132b        2457184.55786  	0.00032        	literature     	2015Natur.527..204B
GJ1132b        2457862.19152  	9e-05          	literature     	2021AJ....161..284M
GJ1132b        2458020.19899  	4e-05          	literature     	2021AJ....161..284M
GJ1132b        2458077.21035  	8e-05          	literature     	2021AJ....161..284M
GJ1132b        2458080.46887  	7e-05          	literature     	2021AJ....161..284M
GJ1132b        2458083.72719  	8e-05          	literature     	2021AJ....161..284M
GJ1132b        2458544.71389  	0.00083        	space          	GJ1132b_4297_2019-03-02_TESS
GJ1132b        2458549.6033   	0.0021         	space          	GJ1132b_4300_2019-03-07_TESS
GJ1132b        2458554.48747  	0.00082        	space          	GJ1132b_4303_2019-03-11_TESS
GJ1132b        2458557.74495  	0.00062        	space          	GJ1132b_4305_2019-03-15_TESS
GJ1132b        2458559.3736   	0.0011         	space          	GJ1132b_4306_2019-03-16_TESS
GJ1132b        2458564.2608   	0.0015         	space          	GJ1132b_4309_2019-03-21_TESS
GJ1132b        2458565.8902   	0.0012         	space          	GJ1132b_4310_2019-03-23_TESS
GJ1132b        2458590.3245   	0.001          	space          	GJ1132b_4325_2019-04-16_TESS
GJ1132b        2459282.617    	0.003          	space          	GJ1132b_4750_2021-03-09_TESS
GJ1132b        2459284.248    	0.0013         	space          	GJ1132b_4751_2021-03-10_TESS
GJ1132b        2459285.8779   	0.0032         	space          	GJ1132b_4752_2021-03-12_TESS
GJ1132b        2459287.5067   	0.0012         	space          	GJ1132b_4753_2021-03-14_TESS
GJ1132b        2459289.13387  	0.0007         	space          	GJ1132b_4754_2021-03-15_TESS
GJ1132b        2459295.6517   	0.0023         	space          	GJ1132b_4758_2021-03-22_TESS
GJ1132b        2459305.42445  	0.0009         	space          	GJ1132b_4764_2021-03-31_TESS
GJ1214b        2454966.525042 	6.5e-05        	literature     	2011ApJ...736...12B
GJ1214b        2454966.525207 	0.000351       	literature     	2011ApJ...736...12B
GJ1214b        2454980.748682 	0.000104       	literature     	2011ApJ...736...12B
GJ1214b        2454983.90951  	9e-05          	literature     	2011ApJ...736...12B
GJ1214b        2454999.713448 	0.000155       	literature     	2011ApJ...736...12B
GJ1214b        2455312.633724 	7.2e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455314.214114 	8.5e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455315.79497  	0.00093        	literature     	2013A&A...549A..10H
GJ1214b        2455315.79505  	0.00066        	literature     	2013A&A...549A..10H
GJ1214b        2455315.79552  	0.00011        	literature     	2014A&A...565A...7C
GJ1214b        2455326.8574   	0.00011        	literature     	2011ApJ...736...12B
GJ1214b        2455334.759334 	6.6e-05        	literature     	2011ApJ...736...12B
GJ1214b        2455377.43146  	0.00042        	literature     	2013A&A...549A..10H
GJ1214b        2455383.75163  	0.00016        	literature     	2013A&A...549A..10H
GJ1214b        2455385.33211  	0.00061        	literature     	2013A&A...549A..10H
GJ1214b        2455391.65403  	0.00016        	literature     	2013A&A...549A..10H
GJ1214b        2455396.3954   	0.0002         	literature     	2013A&A...549A..10H
GJ1214b        2455410.6189   	0.0001         	literature     	2013A&A...549A..10H
GJ1214b        2455415.3601   	0.00018        	literature     	2013A&A...549A..10H
GJ1214b        2455429.58369  	0.00016        	literature     	2013A&A...549A..10H
GJ1214b        2455631.875656 	9.2e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455650.840034 	0.000152       	literature     	2013ApJ...765..127F
GJ1214b        2455669.80522  	0.00011        	literature     	2013ApJ...765..127F
GJ1214b        2455677.70688  	0.00017        	literature     	2013ApJ...765..127F
GJ1214b        2455680.867846 	5.9e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455682.448272 	6.7e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455684.028698 	5.6e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455685.609139 	4.8e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455687.189632 	6.5e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455688.76988  	9.4e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455690.350385 	5.2e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455691.930794 	6.7e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455693.511181 	5.8e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455696.671937 	7.3e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455698.252258 	4.7e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455699.83255  	6.8e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455699.83463  	0.00094        	literature     	2014A&A...565A...7C
GJ1214b        2455701.413161 	5.9e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455715.63703  	0.00017        	literature     	2013A&A...549A..10H
GJ1214b        2455726.701    	0.001          	literature     	2014A&A...565A...7C
GJ1214b        2455783.59492  	0.00024        	literature     	2014A&A...565A...7C
GJ1214b        2455799.3978   	0.0005         	literature     	2013A&A...549A..10H
GJ1214b        2455799.39846  	0.00027        	literature     	2013A&A...549A..10H
GJ1214b        2455799.39869  	0.00027        	literature     	2013A&A...549A..10H
GJ1214b        2455872.096721 	9.4e-05        	literature     	2013ApJ...765..127F
GJ1214b        2455873.677187 	6.2e-05        	literature     	2013ApJ...765..127F
GJ1214b        2457223.3433   	0.0021         	exoclock       	GJ1214b_3592_2015-07-19_UAN_co_INAF-Osservatorio_Astronomico_di_Capodimonte,_Naples_ITALY_Clear_Antonio_Marino
GJ1214b        2457839.70063  	0.00011        	literature     	2019RNAAS...3..123M
GJ1214b        2457847.6025   	0.00016        	literature     	2019RNAAS...3..123M
GJ1214b        2457847.603    	0.0002         	literature     	2019RNAAS...3..123M
GJ1214b        2457861.82581  	0.00042        	literature     	2019RNAAS...3..123M
GJ1214b        2457866.56742  	0.00012        	literature     	2019RNAAS...3..123M
GJ1214b        2457866.5678   	0.0002         	literature     	2019RNAAS...3..123M
GJ1214b        2457877.63028  	0.00016        	literature     	2019RNAAS...3..123M
GJ1214b        2457879.2106   	0.0002         	literature     	2019RNAAS...3..123M
GJ1214b        2457893.43414  	0.00023        	literature     	2019RNAAS...3..123M
GJ1214b        2457893.43435  	0.00017        	literature     	2019RNAAS...3..123M
GJ1214b        2457893.43461  	0.00024        	literature     	2019RNAAS...3..123M
GJ1214b        2457896.59512  	0.00012        	literature     	2019RNAAS...3..123M
GJ1214b        2457904.49709  	0.00015        	literature     	2019RNAAS...3..123M
GJ1214b        2457906.07729  	0.00018        	literature     	2019RNAAS...3..123M
GJ1214b        2457912.3991   	0.00022        	literature     	2019RNAAS...3..123M
GJ1214b        2457912.3993   	0.00021        	literature     	2019RNAAS...3..123M
GJ1214b        2457915.56     	0.00024        	literature     	2019RNAAS...3..123M
GJ1214b        2457921.88174  	0.00024        	literature     	2019RNAAS...3..123M
GJ1214b        2457923.46172  	9e-05          	literature     	2019RNAAS...3..123M
GJ1214b        2457923.46207  	0.00015        	literature     	2019RNAAS...3..123M
GJ1214b        2457926.62277  	0.00025        	literature     	2019RNAAS...3..123M
GJ1214b        2457934.52493  	0.00014        	literature     	2019RNAAS...3..123M
GJ1214b        2457962.97224  	0.00021        	literature     	2019RNAAS...3..123M
GJ1214b        2458307.5007   	0.0003         	exoclock       	GJ1214b_4278_2018-07-07_Observatoire_des_Baronnies_Provençales_Lum_Anaël_Wünsche
GJ1214b        2458756.3374   	0.0022         	exoclock       	GJ1214b_4562_2019-09-29_Stupa_Observatory_Lum_Xesco_Rubia
GJ1214b        2458985.494    	0.0009         	exoclock       	GJ1214b_4707_2020-05-15_privat_observatory_Herges-Hallenberg_Clear_Manfred_Raetz
GJ1214b        2459064.5163   	0.0007         	exoclock       	GJ1214b_4757_2020-08-03_Deep_Sky_Chile_Clear_Yves_Jongen
GJ1214b        2459296.8351   	0.0003         	exoclock       	GJ1214b_4904_2021-03-23_Acton_Sky_Portal_Astrodon_ExoPlanet-BB_Paul_Benni
GJ1214b        2459377.436    	0.0011         	exoclock       	GJ1214b_4955_2021-06-11_Observatorio_de_Sencelles_MPC_K14_Clear_Mario_Morales-Aimar
GJ1214b        2459396.398    	0.003          	exoclock       	GJ1214b_4967_2021-06-30_Otivar_dome2_R_Adam_Popowicz
GJ1252b        2458666.537    	0.0017         	space          	GJ1252b_13741_2019-07-02_TESS
GJ1252b        2459046.4142   	0.0025         	space          	GJ1252b_14474_2020-07-15_TESS
GJ1252b        2459059.3662   	0.002          	space          	GJ1252b_14499_2020-07-28_TESS
GJ3470b        2456090.47705  	0.00014        	literature     	2013ApJ...770...95F
GJ3470b        2456093.81372  	0.00015        	literature     	2013ApJ...770...95F
GJ3470b        2456247.29949  	0.00025        	literature     	2013ApJ...770...95F
GJ3470b        2456247.2995   	0.0002         	literature     	2013ApJ...770...95F
GJ3470b        2456247.29954  	0.00019        	literature     	2013ApJ...770...95F
GJ3470b        2456247.29971  	0.00022        	literature     	2013ApJ...770...95F
GJ3470b        2456247.29973  	0.00022        	literature     	2013ApJ...770...95F
GJ3470b        2456247.29974  	0.00022        	literature     	2013ApJ...770...95F
GJ3470b        2456370.75698  	0.00055        	literature     	2015ApJ...814..102D
GJ3470b        2456677.72771  	0.00022        	literature     	2015ApJ...814..102D
GJ3470b        2456677.7278   	0.00054        	literature     	2015ApJ...814..102D
GJ3470b        2456684.40052  	0.00075        	literature     	2015ApJ...814..102D
GJ3470b        2456691.07394  	0.00058        	literature     	2015ApJ...814..102D
GJ3470b        2456697.74734  	0.00066        	literature     	2015ApJ...814..102D
GJ3470b        2458906.6133   	0.0019         	exoclock       	GJ3470b_2206_2020-02-27_Deep_Sky_Chile_V_Yves_Jongen
GJ3470b        2459300.3373   	0.0012         	exoclock       	GJ3470b_2324_2021-03-26_GALHassin_Robotic_Telescope_2_(GRT2)_Lum_Carmelo_Falco
GJ3470b        2459330.366    	0.003          	exoclock       	GJ3470b_2333_2021-04-25_GALHassin_Robotic_Telescope_2_(GRT2)_Lum_Carmelo_Falco
GJ3470b        2459503.87278  	0.00048        	space          	GJ3470b_2385_2021-10-16_TESS
GJ3470b        2459507.20907  	0.00057        	space          	GJ3470b_2386_2021-10-19_TESS
GJ3470b        2459510.54595  	0.00043        	space          	GJ3470b_2387_2021-10-23_TESS
GJ3470b        2459517.21872  	0.00056        	space          	GJ3470b_2389_2021-10-29_TESS
GJ3470b        2459520.55574  	0.00045        	space          	GJ3470b_2390_2021-11-02_TESS
GJ3470b        2459523.89211  	0.00049        	space          	GJ3470b_2391_2021-11-05_TESS
GJ3470b        2459527.22828  	0.00066        	space          	GJ3470b_2392_2021-11-08_TESS
GJ3470b        2459530.56582  	0.00049        	space          	GJ3470b_2393_2021-11-12_TESS
GJ3470b        2459533.90145  	0.00046        	space          	GJ3470b_2394_2021-11-15_TESS
GJ3470b        2459537.23944  	0.00065        	space          	GJ3470b_2395_2021-11-18_TESS
GJ3470b        2459543.91154  	0.00042        	space          	GJ3470b_2397_2021-11-25_TESS
GJ3470b        2459547.2499   	0.00047        	space          	GJ3470b_2398_2021-11-28_TESS
GJ3470b        2459550.5837   	0.0018         	exoclock       	GJ3470b_2399_2021-12-02_Private_Observatory_(I64)_R_Adrian_Jones
GJ3470b        2459553.92131  	0.00061        	space          	GJ3470b_2400_2021-12-05_TESS
GJ3470b        2459557.25862  	0.00049        	space          	GJ3470b_2401_2021-12-08_TESS
GJ3470b        2459560.59563  	0.00053        	space          	GJ3470b_2402_2021-12-12_TESS
GJ3470b        2459563.93257  	0.00061        	space          	GJ3470b_2403_2021-12-15_TESS
GJ3470b        2459570.60435  	0.00049        	space          	GJ3470b_2405_2021-12-22_TESS
GJ3470b        2459573.94347  	0.00051        	space          	GJ3470b_2406_2021-12-25_TESS
GJ3470b        2459577.27957  	0.00058        	space          	GJ3470b_2407_2021-12-28_TESS
GJ9827b        2457738.82671  	0.00046        	literature     	2017AJ....154..266N
GJ9827b        2457744.87234  	0.00034        	space          	GJ9827b_5128_2016-12-22_K2
GJ9827b        2457746.07886  	0.00095        	space          	GJ9827b_5129_2016-12-23_K2
GJ9827b        2457747.28957  	0.00075        	space          	GJ9827b_5130_2016-12-24_K2
GJ9827b        2457748.4977   	0.0012         	space          	GJ9827b_5131_2016-12-25_K2
GJ9827b        2457749.70855  	0.00065        	space          	GJ9827b_5132_2016-12-27_K2
GJ9827b        2457750.91285  	0.00065        	space          	GJ9827b_5133_2016-12-28_K2
GJ9827b        2457753.3525   	0.0038         	space          	GJ9827b_5135_2016-12-30_K2
GJ9827b        2457754.5461   	0.0014         	space          	GJ9827b_5136_2017-01-01_K2
GJ9827b        2457756.9658   	0.0018         	space          	GJ9827b_5138_2017-01-03_K2
GJ9827b        2457760.58674  	0.00072        	space          	GJ9827b_5141_2017-01-07_K2
GJ9827b        2457764.2135   	0.0014         	space          	GJ9827b_5144_2017-01-10_K2
GJ9827b        2457765.4194   	0.0023         	space          	GJ9827b_5145_2017-01-11_K2
GJ9827b        2457766.6303   	0.0015         	space          	GJ9827b_5146_2017-01-13_K2
GJ9827b        2457767.84026  	0.00078        	space          	GJ9827b_5147_2017-01-14_K2
GJ9827b        2457769.04925  	0.00061        	space          	GJ9827b_5148_2017-01-15_K2
GJ9827b        2457770.259    	0.0014         	space          	GJ9827b_5149_2017-01-16_K2
GJ9827b        2457779.9273   	0.0018         	space          	GJ9827b_5157_2017-01-26_K2
GJ9827b        2457781.1394   	0.0014         	space          	GJ9827b_5158_2017-01-27_K2
GJ9827b        2457782.3448   	0.0041         	space          	GJ9827b_5159_2017-01-28_K2
GJ9827b        2457783.5585   	0.0012         	space          	GJ9827b_5160_2017-01-30_K2
GJ9827b        2457784.7655   	0.001          	space          	GJ9827b_5161_2017-01-31_K2
GJ9827b        2457798.0664   	0.0015         	space          	GJ9827b_5172_2017-02-13_K2
GJ9827b        2457799.2746   	0.0011         	space          	GJ9827b_5173_2017-02-14_K2
GJ9827b        2457800.4815   	0.0017         	space          	GJ9827b_5174_2017-02-15_K2
GJ9827b        2457801.6944   	0.0012         	space          	GJ9827b_5175_2017-02-17_K2
GJ9827b        2457804.1116   	0.0013         	space          	GJ9827b_5177_2017-02-19_K2
GJ9827b        2457805.32     	0.0013         	space          	GJ9827b_5178_2017-02-20_K2
GJ9827b        2457810.1542   	0.0015         	space          	GJ9827b_5182_2017-02-25_K2
GJ9827b        2457813.7821   	0.001          	space          	GJ9827b_5185_2017-03-01_K2
